/,folder,fish,task,area,swim,pixeldenoise,registration,detrend,localdenoise,demix,voltr,spikes,subvolt,rootDir
146,4112019,Fish5-plane#1-before,Gain adaptation (before ablation),Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
147,4112019,Fish5-plane#2-before,Gain adaptation (before ablation),Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
148,4112019,Fish5-plane#1-after,Gain adaptation (after ablation),Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
149,4112019,Fish5-plane#2-after,Gain adaptation (after ablation),Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
150,5022019,Fish2-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
151,5022019,Fish2-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
152,5022019,Fish3-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
153,5022019,Fish3-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,/nrs/ahrens/Takashi/
154,5092019,Fish3-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
155,5092019,Fish3-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
156,5092019,Fish4-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
157,5092019,Fish4-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
158,5092019,Fish5-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
159,5092019,Fish5-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
160,5092019,Fish6-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
161,5092019,Fish6-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
162,5092019,Fish7-1-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
163,5092019,Fish7-2-swimonly_visualonly,Swimonly_Visualonly,Raphe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,/nrs/ahrens/Takashi/
