,folder,fish,task,area,rootDir,pixeldenoise,registration,detrend,demix,denoise
92,08022019,Fish3-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
93,08022019,Fish4-1,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
94,08022019,Fish4-2,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
95,08022019,Fish4-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
96,08022019,Fish5-1,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
97,08022019,Fish5-2,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,False,True
98,08022019,Fish5-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
99,08022019,Fish6-1,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
100,08022019,Fish6-2,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
101,08022019,Fish6-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
102,08022019,Fish7-1,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
103,08022019,Fish7-2,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
104,08022019,Fish7-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,True,True
105,08032019,Fish1-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
106,08032019,Fish1-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
107,08032019,Fish1-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
108,08032019,Fish2-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
109,08032019,Fish2-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
110,08032019,Fish2-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
111,08032019,Fish3-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
112,08032019,Fish3-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
113,08032019,Fish3-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
114,08032019,Fish4-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
115,08032019,Fish4-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
116,08032019,Fish4-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
117,08032019,Fish5-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
118,08032019,Fish5-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
119,08032019,Fish5-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
120,08042019,Fish1-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
121,08042019,Fish1-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
122,08042019,Fish1-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
123,08042019,Fish2-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
124,08042019,Fish2-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
125,08042019,Fish2-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
126,08042019,Fish3-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
127,08042019,Fish3-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
128,08042019,Fish3-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
129,08042019,Fish4-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
130,08042019,Fish4-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
131,08042019,Fish4-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
132,08042019,Fish5-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
133,08042019,Fish5-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,True,True
134,08042019,Fish5-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
135,08042019,Fish6-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
136,08042019,Fish6-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
137,08042019,Fish6-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
138,08042019,Fish7-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
139,08042019,Fish7-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
140,08042019,Fish7-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
141,08042019,Fish7-4,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
142,08072019,Fish1-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
143,08072019,Fish1-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
144,08072019,Fish1-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
145,08072019,Fish2-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
146,08072019,Fish2-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
147,08072019,Fish2-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
148,08072019,Fish3-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
149,08072019,Fish3-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
150,08072019,Fish3-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
151,08082019,Fish1-1,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,False,True
152,08082019,Fish1-2,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,False,True
