,folder,fish,task,area,rootDir,pixeldenoise,registration,detrend,demix,denoise
47,8032019,Fish5-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
48,8042019,Fish1-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
49,8042019,Fish1-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
50,8042019,Fish1-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
51,8042019,Fish2-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
52,8042019,Fish2-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
53,8042019,Fish2-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
54,8042019,Fish3-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
55,8042019,Fish3-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
56,8042019,Fish3-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
57,8042019,Fish4-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
58,8042019,Fish4-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
59,8042019,Fish4-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
60,8042019,Fish5-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
61,8042019,Fish5-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
62,8042019,Fish5-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
63,8042019,Fish6-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
64,8042019,Fish6-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
65,8042019,Fish6-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
66,8042019,Fish7-1,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
67,8042019,Fish7-2,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
68,8042019,Fish7-3,GA+Random gain,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
69,8042019,Fish7-4,GA+Random delay,Glu,/nrs/ahrens/Takashi/,FALSE,FALSE,FALSE,FALSE,FALSE
